,model,relased,body,os,storage,displaysize,desplayres,camera,video,ram,chipset,battery,batterysize,photo,hits
0,Xiaomi Redmi Note 10 Lite,"2021, October 02","209g, 8.8mm thickness","Android 10, MIUI 11",64GB/128GB,6.67,1080x2400,48,2160.0,4/6,Snapdragon 720G,5020,Li-Po,https://fdn2.gsmarena.com/vv/bigpic/xiaomi-redmi-note-10-lite.jpg,151.0
