,relased,body,os,storage,displaysize,desplayres,camera,video,ram,chipset,battery,batterysize,photo,hits
0,"Released 2021, July 26","192g, 9mm thickness","Android 11, One UI 3.1 Core","64GB/128GB storage, microSDXC","6.4""",1080x2340 pixels,48,2160p,4/6,Exynos 9611,6000,Li-Po,https://fdn2.gsmarena.com/vv/bigpic/samsung-galaxy-m21-2021.jpg,"396,411 hits"
